2025年11月25日更新
変電所No,変電所名,電圧(一次)(kV),電圧(二次)(kV),台数,設備容量(100%×台数)(MW),運用容量値(MW),運用容量制約要因,空容量(当該設備)(MW),空容量(上位系等考慮)(MW),N-1電制適用可否,N-1電制適用可能量(MW),平常時出力制御の可能性,平常時出力制御の可能性がある設備(当該設備),平常時出力制御の可能性がある設備(上位系設備),備考
神奈川県 154kV 13,横浜根岸,154,66,2,380,228,熱容量,228,0,可,152,有り,-,変18,上位系（送神奈川154kV26）による制約
神奈川県 154kV 14,南横浜,154,66,3,467,339,熱容量,340,0,可,128,有り,-,変18,上位系（送神奈川154kV32）による制約
神奈川県 154kV 15,横浜,154,66,3,565,453,熱容量,453,0,可,112,有り,-,変18,上位系（送神奈川154kV10）による制約
神奈川県 154kV 16,戸塚1，2,154,66,2,375,228,熱容量,228,0,可,147,有り,-,変18,上位系（送神奈川154kV28）による制約
神奈川県 154kV 17,京浜,275,154,4,1689,1488,熱容量,641,0,可,201,有り,-,変18,上位系（送100）による制約
神奈川県 154kV 18,藤沢,154,66,4,757,681,熱容量,682,666,可,76,-,-,-,
神奈川県 154kV 19,西厚木,154,66,2,378,228,熱容量,228,228,可,150,-,-,-,
神奈川県 154kV 20,湘南,154,66,4,691,607,熱容量,171,171,可,84,-,-,-,
神奈川県 154kV 21,新秦野,500,154,3,2131,1704,熱容量,1710,1710,可,427,-,-,-,
神奈川県 154kV 22,西相模,154,66,4,756,679,熱容量,194,194,可,77,-,-,-,
神奈川県 154kV 23,戸塚3，4，5,154,66,3,509,373,熱容量,394,0,可,136,有り,-,変18,上位系（送神奈川154kV30）による制約
神奈川県 66kV 1,東川崎,154,66,3,281,228,熱容量,224,0,可,53,有り,-,送52，送126，送129,上位系（送129）による制約
神奈川県 66kV 2,塩浜,154,66,2,282,171,熱容量,0,0,可,0,有り,-,-,上位系（変神奈川154kV2）による制約
神奈川県 66kV 3,川崎,154,66,3,562,449,熱容量,450,0,可,113,有り,-,送144，送92,上位系（送神奈川154kV16）による制約
神奈川県 66kV 4,旭,154,66,3,565,451,熱容量,451,0,可,114,有り,-,変18,上位系（送100）による制約
神奈川県 66kV 5,綱島,154,66,3,284,227,熱容量,227,0,可,57,有り,-,送144，送92,上位系（送神奈川154kV16）による制約
神奈川県 66kV 6,南武,154,66,4,692,606,熱容量,171,0,可,86,有り,-,送144，送92,上位系（送92）による制約
神奈川県 66kV 7,荏田,275,66,2,566,342,熱容量,342,0,可,224,有り,-,送47,抑制が必要となる設備には送46含む　上位系（送47）による制約
神奈川県 66kV 8,西横浜,275,66,2,567,342,熱容量,342,0,可,225,有り,-,変18,上位系（送100）による制約
神奈川県 66kV 9,北相模,275,66,3,850,680,熱容量,680,220,可,170,-,-,-,
神奈川県 66kV 10,橋本,154,66,4,741,624,熱容量,228,0,可,117,有り,-,送144，送92,上位系（送92）による制約
神奈川県 66kV 11,南横須賀,275,66,3,506,447,熱容量,171,0,可,59,有り,-,送117,上位系（送103）による制約
神奈川県 66kV 12,逗子,275,66,2,567,342,熱容量,160,0,可,225,有り,-,送117,上位系（送103）による制約
神奈川県 66kV 13,戸塚1，2,154,66,2,375,228,熱容量,228,0,可,147,有り,-,変18,上位系（送神奈川154kV28）による制約
神奈川県 66kV 14,藤沢,154,66,4,757,681,熱容量,682,666,可,76,-,-,-,
神奈川県 66kV 15,中相模,275,66,3,854,682,熱容量,683,0,可,172,有り,-,変18,上位系（送100）による制約
神奈川県 66kV 16,西厚木,154,66,2,378,228,熱容量,228,228,可,150,-,-,-,
神奈川県 66kV 17,湘南,154,66,4,691,607,熱容量,171,171,可,84,-,-,-,
神奈川県 66kV 18,西相模,154,66,4,756,679,熱容量,194,194,可,77,-,-,-,
神奈川県 66kV 19,戸塚3，4，5,154,66,3,509,373,熱容量,394,0,可,136,有り,-,変18,上位系（送神奈川154kV30）による制約
神奈川県 22kV 1,多摩川,66,22,1,42,42,熱容量,42,0,不可 ♯２,-,有り,-,送144，送92,上位系（送92）による制約
神奈川県 22kV 2,塩浜,154,22,1,42,42,熱容量,0,0,不可 ♯２,-,有り,-,-,上位系（送神奈川154kV1）による制約
神奈川県 22kV 3,東方,154,22,1,42,42,熱容量,0,0,不可 ♯２,-,有り,-,変18,上位系（送100）による制約
神奈川県 22kV 4,川崎,154,22,2,85,51,熱容量,51,0,可,34,有り,-,送144，送92,上位系（送神奈川154kV16）による制約
神奈川県 22kV 5,子安,66,22,2,85,51,熱容量,42,0,可,34,有り,-,変18,上位系（送100）による制約
神奈川県 22kV 6,生麦,154,22,2,114,68,熱容量,64,0,可,46,有り,-,変18,上位系（送神奈川154kV10）による制約
神奈川県 22kV 7,末広,66,22,2,85,51,熱容量,42,0,可,34,有り,-,送144，送92，送93,上位系（送93）による制約
神奈川県 22kV 8,稲荷,66,22,2,57,34,熱容量,0,0,可,0,有り,-,-,上位系（送神奈川66kV4）による制約
神奈川県 22kV 9,横浜,154,22,3,171,136,熱容量,57,0,可,35,有り,-,変18,上位系（送神奈川154kV10）による制約
神奈川県 22kV 10,関内,154,22,2,85,51,熱容量,51,0,可,34,有り,-,変18,上位系（送神奈川154kV32）による制約
神奈川県 22kV 11,小港,66,22,2,114,68,熱容量,42,0,不可 ♯２,-,有り,-,変18,上位系（送神奈川154kV26）による制約
神奈川県 22kV 12,富岡,66,22,1,19,19,熱容量,28,0,不可 ♯２,-,有り,-,変18,上位系（送神奈川154kV32）による制約
神奈川県 22kV 13,六会,66,22,1,19,19,熱容量,19,19,不可 ♯２,-,-,-,-,
神奈川県 22kV 14,湘南,66,22,1,28,28,熱容量,28,28,不可 ♯２,-,-,-,-,
神奈川県 22kV 15,茅ヶ崎,66,22,2,71,34,熱容量,42,42,不可 ♯２,-,-,-,-,
神奈川県 22kV 16,多古,66,22,2,85,51,熱容量,42,42,可,34,-,-,-,
神奈川県 22kV 17,港が丘,66,22,1,28,28,熱容量,0,0,不可 ♯２,-,有り,-,送117,上位系（送103）による制約
神奈川県 22kV 18,岩戸,66,22,1,42,42,熱容量,0,0,不可 ♯２,-,有り,-,送117,上位系（送103）による制約
神奈川県 22kV 19,三枚橋,66,22,1,-,-,-,2,2,-,-,-,-,-,6kV供給変圧器のため対象外
神奈川県 配電用変電所 1,中原,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送144，送92,上位系（送92）による制約
神奈川県 配電用変電所 2,下野毛,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,送144，送92,上位系（送92）による制約
神奈川県 配電用変電所 3,多摩川,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送144，送92,上位系（送92）による制約
神奈川県 配電用変電所 4,溝ノ口,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送144，送92,上位系（送92）による制約
神奈川県 配電用変電所 5,久地,154,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送144，送92,上位系（送92）による制約
神奈川県 配電用変電所 6,梶ヶ谷,66,6.6以下,2,57,59,熱容量,29,0,不可,-,有り,-,送144，送92,上位系（送92）による制約
神奈川県 配電用変電所 7,土橋,66,6.6以下,3,47,49,熱容量,14,0,不可,-,有り,-,送144，送92,上位系（送92）による制約
神奈川県 配電用変電所 8,登戸,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,送144，送92,上位系（送92）による制約
神奈川県 配電用変電所 9,中野島,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送144，送92,上位系（送92）による制約
神奈川県 配電用変電所 10,水沢,154,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,-,上位系（送神奈川154kV3）による制約
神奈川県 配電用変電所 11,生田,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
神奈川県 配電用変電所 12,百合ヶ丘,154,6.6以下,3,76,79,熱容量,19,0,不可,-,有り,-,-,上位系（送神奈川154kV3）による制約
神奈川県 配電用変電所 13,黒川,154,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,-,上位系（送神奈川154kV3）による制約
神奈川県 配電用変電所 14,東橋本,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送144，送92,上位系（送92）による制約
神奈川県 配電用変電所 15,橋本,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,送144，送92,上位系（送92）による制約
神奈川県 配電用変電所 16,川尻,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,送144，送92,上位系（送92）による制約
神奈川県 配電用変電所 17,津久井,66,6.6以下,3,38,39,熱容量,9,0,不可,-,有り,-,送144，送92,上位系（送92）による制約
神奈川県 配電用変電所 18,藤野,66,6.6以下,2,28,29,熱容量,9,0,不可,-,有り,-,送144，送92,上位系（送92）による制約
神奈川県 配電用変電所 19,御幸,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送144，送92,上位系（送神奈川154kV16）による制約
神奈川県 配電用変電所 20,鹿島田,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,送144，送92,上位系（送神奈川154kV16）による制約
神奈川県 配電用変電所 21,北の原,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,変18,上位系（送神奈川66kV8）による制約
神奈川県 配電用変電所 22,加瀬,66,6.6以下,3,42,44,熱容量,9,0,不可,-,有り,-,変18,上位系（送神奈川66kV8）による制約
神奈川県 配電用変電所 23,日吉,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送144，送92,上位系（送神奈川154kV16）による制約
神奈川県 配電用変電所 24,綱島,66,6.6以下,3,76,79,熱容量,19,0,不可,-,有り,-,送144，送92,上位系（送神奈川154kV16）による制約
神奈川県 配電用変電所 25,井田,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,送144，送92,上位系（送神奈川154kV16）による制約
神奈川県 配電用変電所 26,高田,154,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,-,上位系（送神奈川154kV3）による制約
神奈川県 配電用変電所 27,東山田,154,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
神奈川県 配電用変電所 28,有馬,154,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,-,上位系（送神奈川154kV3）による制約
神奈川県 配電用変電所 29,センター北,154,6.6以下,2,57,59,熱容量,29,29,不可,-,-,-,-,
神奈川県 配電用変電所 30,あざみ野,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
神奈川県 配電用変電所 31,市ヶ尾,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,送47,上位系（送47）による制約
